salary,commission,age,gender,marital,elevel,car,zipcode,creditscore,hvalue,hyears,loan,group
71686,66390,?,f,s,2,1,9,544,743019,9,148371,0
97428,0,56,f,m,1,9,8,754,961129,13,212304,1
38462,38025,78,f,m,1,10,0,374,0,2,179615,0
61900,48520,37,?,k,3,2,4,700,506682,3,138751,1
80514,0,68,f,s,4,16,5,473,652431,24,312218,0
101428,0,27,m,?,0,1,7,655,731746,11,99315,0
78204,0,46,f,k,1,18,0,635,0,3,333036,0
135974,0,29,m,m,4,16,2,666,198767,28,98985,0
75105,0,26,f,m,3,7,0,397,0,5,377443,1
104010,0,62,m,m,3,8,8,409,993688,9,43282,0
69042,74737,73,m,s,4,19,1,742,60747,21,359269,1
135668,0,72,f,m,4,8,8,488,1150581,?,309523,0
29436,10999,45,f,m,1,6,6,412,618329,15,204340,0
31346,41284,28,f,s,0,6,4,674,218532,22,?,0
21634,73894,73,f,s,3,18,?,741,292863,6,317476,0
29545,44963,53,f,d,0,10,9,657,1281669,22,106,1
95473,0,79,f,d,3,4,8,770,1000260,8,464216,0
119535,0,65,f,s,4,15,9,761,498835,5,21890,0
73652,52211,51,?,s,3,16,5,379,585552,1,389718,1
49888,51729,66,f,d,1,4,0,372,0,27,386931,0
126641,0,48,m,k,0,20,1,323,132762,1,134462,0
67292,55158,22,f,d,0,10,?,467,524676,18,214814,1
?,0,36,f,k,4,9,9,826,589207,3,214306,1
52798,31215,28,f,?,4,2,0,352,0,7,260167,1
30242,72306,69,m,k,2,8,5,678,577371,4,?,1
146868,0,37,f,s,1,1,0,356,0,14,189897,0
49291,14183,20,m,d,0,8,3,622,152220,28,402435,1
104078,0,35,f,d,3,12,5,370,394509,26,132464,1
124499,0,22,f,m,4,7,2,528,227421,12,422638,0
94290,0,41,f,m,3,9,6,730,401261,15,239495,1
60178,64475,25,f,d,0,7,2,804,150122,22,173485,1
141855,0,30,f,d,4,4,7,820,588628,20,310515,1
78831,0,73,f,s,2,12,0,312,0,9,144508,1
79092,0,30,f,k,4,8,7,678,869833,15,213276,0
21635,73722,54,f,s,4,3,8,773,617441,25,477246,1
79774,0,29,f,s,1,9,0,400,0,15,130656,1
27117,30001,21,f,k,1,6,6,842,825494,5,215831,0
41547,67229,50,m,s,4,?,8,590,1118558,27,47321,0
88411,0,20,m,s,4,15,1,584,117359,25,238891,1
51902,51501,46,f,d,2,16,5,842,471690,17,3259,1
34082,16261,49,m,k,0,15,3,305,155207,7,423378,1
49641,73546,60,m,d,?,4,5,394,294244,15,116952,0
37086,39492,34,f,m,1,2,9,687,763969,3,463472,1
149066,0,39,f,s,4,8,3,487,383671,25,483703,0
63595,53789,36,f,k,2,17,8,459,603472,6,451219,0
121420,0,21,m,d,1,14,3,511,300319,18,354801,0
59626,68563,33,m,s,0,11,?,803,52165,22,141184,1
105523,0,22,f,s,0,19,6,515,421466,15,274208,1
95162,0,30,m,k,0,19,4,486,527980,16,183784,1
24731,63389,58,f,d,0,17,7,579,672845,4,487937,0
101545,0,53,m,m,3,17,3,699,342881,3,355672,1
85112,0,53,f,s,3,?,0,337,0,9,130662,0
38521,73507,22,f,d,3,7,1,449,127757,12,455845,0
67966,?,68,m,s,3,19,9,501,1333462,24,163728,1
45907,68899,26,f,s,1,7,6,547,425346,4,268145,1
62854,17265,24,m,m,1,10,1,669,121656,1,336484,1
22022,24105,35,f,s,1,6,6,529,717715,2,98819,0
47248,74868,50,f,d,3,13,8,634,1041546,8,422008,0
124806,0,?,m,k,4,5,0,468,0,29,40752,1
45843,32566,38,m,s,4,8,8,451,400117,22,98959,1
54362,48604,51,m,m,3,?,1,669,121390,29,180829,0
124052,0,77,f,m,4,12,5,708,462941,21,261823,0
53949,45454,49,f,s,2,17,4,476,556360,14,432516,1
78350,0,32,f,m,2,16,7,704,938867,10,91426,1
97567,0,59,f,d,2,5,3,488,165997,8,406260,0
?,13393,62,m,s,2,12,3,490,397706,25,38849,1
133338,0,38,m,d,4,12,7,374,404328,11,154210,0
88710,0,30,m,s,2,10,2,573,278993,13,233731,1
31364,19607,24,f,k,2,13,0,630,0,16,409180,0
24776,71854,66,f,k,1,12,5,423,689632,8,?,1
118249,0,34,m,k,2,18,1,422,118811,14,148149,0
120989,0,25,m,d,2,17,0,329,0,1,126193,0
114247,0,72,f,d,0,10,0,692,0,15,292681,1
91000,0,43,f,m,0,14,0,812,0,10,233167,1
55393,60030,53,m,d,0,13,0,580,0,9,64223,0
107539,0,20,m,k,3,?,7,836,842014,12,353362,0
149411,0,66,f,k,4,19,6,543,843923,7,42333,1
29709,12439,31,m,m,0,19,1,442,64782,3,?,0
116684,0,40,f,s,2,18,6,685,345148,6,302383,1
121875,0,?,f,m,4,?,9,542,1288493,14,453406,1
99477,0,38,m,d,0,2,5,635,722541,29,373368,0
32731,13541,28,m,s,1,3,5,734,358397,7,444372,1
142642,0,40,f,d,3,19,7,783,490749,30,484824,0
130659,0,32,m,d,2,15,7,610,961046,25,50805,0
121042,0,79,f,s,2,13,5,345,568044,22,494161,0
48725,22295,69,f,d,3,7,1,770,131183,30,53406,1
128363,0,70,f,d,1,14,8,719,741421,5,255029,1
76678,0,24,m,k,0,19,8,418,727005,19,198160,1
149776,0,58,f,k,2,14,4,748,542051,25,306684,1
106072,0,25,f,m,4,20,0,681,0,18,78874,0
32678,58004,51,m,d,2,9,5,829,653143,27,178901,0
121978,0,78,f,d,1,18,7,640,566421,14,364993,0
137517,0,47,f,s,2,10,8,468,1039720,4,321268,1
61655,49686,80,f,d,3,10,8,493,889090,5,43836,1
138368,0,43,f,m,1,6,1,?,143471,23,30846,0
112059,0,33,m,s,3,17,2,673,222964,20,?,1
84972,0,30,m,k,2,19,0,692,0,16,146554,0
127866,0,70,f,s,0,17,3,350,248356,11,19939,0
86695,0,37,f,m,4,3,0,806,0,26,177387,1
118010,0,45,?,d,4,?,0,764,0,24,81002,1
123615,0,57,m,k,1,3,6,591,679722,15,404339,1
104899,0,62,f,m,1,14,8,361,1108670,25,337208,0
135948,0,72,m,d,1,4,3,367,375407,13,464987,0
83182,0,26,m,s,1,20,9,466,529039,25,146791,1
35558,?,41,?,k,0,7,7,?,1006785,26,?,1
120890,0,56,f,s,3,8,0,545,0,29,194012,0
65695,74226,43,m,s,4,9,2,715,290016,5,220985,0
38544,59725,66,f,m,2,9,1,806,80471,22,307530,0
103874,0,57,f,m,2,8,1,723,96521,9,445942,1
133200,0,74,f,m,0,17,9,765,719696,6,194019,0
?,21546,74,m,k,3,12,2,825,144592,13,378835,1
116829,0,37,m,d,3,13,4,702,561397,1,449131,0
85859,0,48,f,k,4,15,0,385,0,11,326680,0
141665,0,23,m,m,0,19,6,565,616438,11,185444,0
87381,0,36,m,d,2,12,6,626,383700,25,54494,1
132661,0,64,m,s,2,10,9,535,1069604,30,278763,1
54597,72264,32,m,k,3,18,7,574,384784,11,382133,0
102141,0,70,m,k,0,12,6,452,603905,16,18840,0
141219,0,47,f,d,3,3,0,384,0,18,421839,1
135649,0,66,m,d,1,14,1,715,91761,6,495662,1
25171,70707,26,?,k,0,1,1,589,52342,12,70075,1
74958,48894,78,m,m,0,19,3,611,303673,23,201450,1
31935,28386,76,m,d,1,7,2,670,160421,6,174839,1
57813,39994,69,m,k,1,19,7,339,679453,8,94080,1
101844,0,66,m,m,0,17,8,378,683715,22,115550,0
103544,0,23,f,s,1,4,4,492,292064,8,498184,0
49703,25305,74,f,s,2,13,9,610,1008830,19,65748,0
80910,0,66,m,s,0,8,1,547,145730,14,296484,1
98306,0,22,m,k,2,16,2,712,187005,6,450137,0
36548,15814,41,m,k,3,5,1,609,135366,30,383620,1
37318,?,60,f,k,1,18,3,433,153116,28,50387,1
51771,17281,33,f,?,4,8,1,518,64296,5,238983,0
113180,0,35,f,k,0,19,4,813,245891,25,7200,1
133202,0,78,m,k,3,18,7,421,976780,21,345723,1
86644,0,76,m,s,0,6,6,831,776552,11,160612,1
27614,70829,77,m,m,0,20,5,554,?,18,53089,1
?,0,71,m,s,2,3,6,651,339608,14,99575,1
56520,35054,29,f,m,3,8,6,345,596929,17,406205,1
83173,0,55,f,m,4,10,4,?,573022,8,81050,1
31162,50746,50,m,m,1,12,2,340,289900,1,345796,0
110135,0,69,m,d,0,2,2,426,262098,29,406561,0
105769,?,72,f,k,4,12,2,645,107454,10,302022,0
46230,33043,39,m,s,3,2,8,431,906883,30,267775,1
56105,?,51,m,k,0,15,6,?,362941,25,415571,0
97496,0,43,m,k,2,15,?,407,923945,25,366084,1
141258,0,30,f,m,1,7,2,640,268593,1,100881,0
84156,0,70,m,k,?,18,0,460,0,25,339837,0
136514,0,72,m,d,4,20,4,483,512064,20,475088,0
130949,0,39,f,k,4,3,8,787,775556,27,59910,1
65478,61993,29,m,k,2,1,1,563,64055,13,155308,0
42799,47244,79,f,?,0,19,9,579,1129857,25,317348,0
95194,0,56,f,k,2,15,5,759,597531,11,312638,0
36324,72089,53,f,k,3,3,7,661,916468,7,261960,1
100087,0,30,m,m,0,19,9,831,916970,15,245272,0
146085,0,78,f,m,0,14,8,484,1043293,3,960,1
96416,0,39,f,s,1,12,7,822,844086,29,?,0
36056,56695,68,m,s,0,12,6,311,314212,22,8452,1
32637,53264,63,m,m,3,12,5,589,566828,6,390980,1
120209,0,33,f,m,1,12,6,407,326607,17,15415,0
110026,0,46,f,k,4,19,8,306,781850,11,182085,1
85506,0,49,f,d,2,1,8,378,923452,20,464445,0
37498,58329,44,f,m,2,9,7,813,449251,9,439803,1
121475,0,47,f,s,4,2,7,771,969965,2,465403,0
30988,52325,68,m,k,3,19,8,412,927751,3,272467,1
56899,39406,26,m,m,4,19,8,460,480562,30,492894,1
136750,0,48,f,d,4,19,4,834,232815,30,134520,1
125097,0,79,m,d,4,19,8,712,790480,18,233044,0
86796,0,55,m,d,0,9,3,636,249419,3,496904,1
145640,0,72,f,s,4,11,6,565,585196,6,207971,0
145744,0,67,f,k,4,9,0,576,0,1,70363,0
93124,0,74,m,s,4,12,?,718,894020,4,34130,0
34666,64558,36,m,s,3,8,2,645,237833,5,399234,1
42114,29545,31,f,d,0,4,3,709,?,17,?,0
47347,24663,23,f,s,4,19,8,678,578908,4,329472,1
68462,19610,22,f,m,1,8,8,600,891017,17,332027,1
66471,18775,79,f,k,2,20,9,506,1233402,1,183331,1
94966,0,65,f,m,0,9,0,771,0,13,446261,0
60781,37330,28,m,?,4,13,5,?,443011,29,268837,0
64468,43534,20,f,?,?,16,3,683,203169,14,82482,1
121077,0,75,f,d,4,12,0,397,0,28,470503,0
95697,0,47,m,m,1,1,4,842,353580,24,22412,1
30945,46991,32,m,k,0,8,6,658,429553,28,391742,1
136546,0,63,m,d,0,9,9,586,1186649,9,211008,0
50971,72101,37,m,s,2,10,3,443,447153,19,84913,1
101675,0,43,f,s,4,11,8,373,811045,6,29392,0
94238,0,59,m,d,0,13,4,471,312442,13,89463,1
123016,0,58,f,k,2,18,4,785,513024,28,288268,1
22496,38436,75,m,m,3,10,3,539,417065,6,330041,0
135995,0,80,f,d,4,14,9,420,687620,1,40107,1
81318,0,75,f,k,0,14,7,547,686066,27,222930,0
65150,68562,?,f,m,4,7,9,630,1026816,29,445697,0
113280,0,?,m,m,4,19,0,402,0,28,178880,0
38929,16665,80,f,d,4,17,5,411,323525,12,494026,0
137010,0,73,m,k,3,3,4,665,437364,26,321462,1
32073,33703,45,f,?,3,10,1,810,53802,30,297762,0
107062,0,80,f,d,0,15,5,693,298748,16,411482,0
74432,22427,?,f,d,3,1,2,624,261819,11,155143,1
26579,62854,32,?,s,4,17,0,749,0,26,343771,1
83011,0,43,f,d,1,17,2,624,230726,9,488369,0
42790,54273,34,f,s,2,20,1,556,67634,20,234400,1
36022,59026,43,m,k,2,14,8,331,451182,5,163284,1
125060,0,41,f,s,3,2,5,458,298914,13,267302,0
33469,69214,48,m,k,?,6,6,830,740968,7,373551,0
65731,58222,62,f,k,1,17,8,467,1099454,19,416816,0
133239,0,39,f,m,3,19,7,?,597472,14,457035,0
124465,0,54,f,k,4,14,7,578,386008,6,410491,0
86289,0,25,f,m,2,15,6,780,434643,4,252420,1
74295,19536,47,f,s,?,10,3,797,220038,23,423611,1
96416,0,68,f,d,2,2,3,536,210787,12,52066,1
61259,65675,50,f,k,2,7,9,413,889957,19,237365,1
111839,0,51,f,m,3,18,3,320,286018,18,99018,1
126736,0,68,f,d,3,17,2,765,251615,22,345227,0
68445,11418,22,m,d,0,11,1,642,139346,21,434039,1
64293,39793,69,f,k,4,5,3,626,438354,5,453346,0
61119,44137,?,m,s,0,6,1,833,99867,11,136572,0
115043,0,75,m,s,0,13,4,361,310162,5,261999,1
133195,0,?,m,d,0,1,6,704,824322,20,71930,0
88407,0,64,f,d,0,8,2,754,191797,12,21968,1
38891,57112,21,f,m,3,8,6,583,530149,17,370559,0
57776,26940,22,m,d,1,20,6,509,853239,3,237129,1
137132,0,37,f,s,2,17,9,541,708173,19,14815,0
27748,11702,38,f,m,2,6,3,788,320910,11,5715,0
76285,0,34,m,d,1,8,5,428,303310,22,71917,0
131562,0,79,m,d,3,19,1,395,75830,27,162140,0
92022,0,39,m,s,2,19,2,668,195010,13,414533,1
136787,0,29,m,m,0,5,2,782,246304,21,41128,0
97923,0,67,f,k,3,9,6,643,675210,13,432049,0
?,65391,31,f,d,2,1,1,392,140189,18,206604,1
29375,28034,79,f,m,2,11,1,368,86005,27,14680,1
62331,50211,25,m,m,3,4,3,693,336930,14,6239,1
44053,31316,73,m,m,4,7,2,730,270840,?,7967,1
22132,16210,?,f,k,2,19,0,582,0,29,374549,0
87785,0,55,m,m,1,16,6,577,885215,8,291458,1
88093,0,67,f,m,2,5,1,811,144851,?,156319,0
136206,0,45,f,k,1,10,5,828,439827,22,121536,0
140054,0,32,f,k,4,2,5,333,701575,22,121610,1
?,0,32,m,m,0,19,3,405,231694,5,197083,0
123298,0,66,f,m,2,5,3,565,442541,28,130840,0
69206,47875,78,f,d,4,20,3,551,274469,26,238992,0
79871,0,64,f,k,2,18,9,420,680403,29,85963,1
49530,59284,67,f,d,1,5,1,?,137383,30,29112,1
142332,0,74,f,s,2,10,5,492,500740,9,?,0
?,0,40,f,k,1,1,7,825,674427,3,331469,0
124863,0,30,m,s,0,15,8,638,1159312,24,16908,1
59895,58231,65,m,d,4,8,1,411,69136,14,188211,1
59929,64689,47,m,s,1,19,4,317,423974,15,269193,0
92205,0,41,m,d,0,14,3,787,328031,5,204717,1
132114,0,78,m,m,0,8,9,690,1249017,3,258963,0
50388,25899,71,m,d,1,18,0,667,0,16,220979,1
20436,70597,35,f,d,0,20,6,617,524631,16,406530,0
132630,0,42,m,s,4,20,8,850,782388,17,200981,0
?,46203,74,f,s,0,19,0,600,0,25,458043,1
45815,64087,23,m,m,1,18,3,577,169760,25,54504,0
22491,68678,69,m,s,2,2,6,428,568484,20,435650,1
43345,66751,79,?,s,4,17,0,477,0,10,395617,1
36194,54551,59,m,k,2,5,5,774,336655,15,330061,1
23875,11865,27,m,s,?,20,0,847,0,8,27575,1
109696,0,77,m,s,3,5,4,409,304279,28,352585,1
100995,0,41,f,d,0,12,1,848,77305,1,6392,1
125694,0,43,f,s,3,9,5,328,592126,23,278704,0
106211,0,43,m,m,1,16,0,660,0,20,17229,1
31144,69004,57,f,m,1,1,6,325,782531,2,484051,1
135824,0,33,m,m,2,13,8,805,481596,19,467279,0
66554,63038,47,m,k,0,18,9,427,574830,10,198971,0
60814,33960,74,m,d,0,14,7,579,633722,5,364351,1
120322,0,72,m,k,0,15,2,712,207528,20,244895,0
140964,?,29,m,m,4,1,4,578,464372,30,165193,0
30867,65684,53,f,m,1,2,5,376,664987,15,132618,1
68834,29902,?,m,k,3,6,5,803,346214,19,340712,1
93282,0,42,m,s,3,13,7,315,778565,30,152480,0
134832,0,36,m,k,0,3,7,614,630704,25,110847,1
89022,0,20,f,s,4,6,1,440,104166,30,179053,1
82168,0,80,f,m,0,19,6,475,728904,23,235056,0
135708,0,22,f,m,4,2,8,652,1024881,26,231411,0
146497,0,52,?,d,2,9,3,490,175379,26,18137,1
141776,0,39,m,d,3,14,9,781,740052,19,120863,0
57462,72279,26,m,k,3,18,9,466,?,12,496275,0
113732,0,52,f,?,1,9,4,743,253022,?,454350,0
51512,23672,47,f,m,0,?,4,507,580317,11,440417,1
127806,0,31,m,s,1,?,6,505,472902,19,116497,0
?,0,76,m,d,2,17,3,799,204784,2,119447,0
147242,0,53,f,d,1,15,8,346,670231,1,156031,1
83330,0,71,m,s,0,13,7,823,729781,15,483800,1
147635,0,65,m,m,1,19,1,839,97909,15,266558,0
62889,29199,30,f,s,2,9,3,410,316802,6,330759,0
122598,0,77,m,s,4,14,6,547,483970,13,282411,1
57768,30071,55,f,d,3,10,8,446,613920,24,4390,1
65950,58418,66,f,k,1,12,8,565,486525,7,308449,1
83137,0,42,m,m,3,9,2,674,181018,3,388125,1
139007,0,78,f,s,3,8,7,357,797029,17,447339,0
119066,0,27,m,m,1,7,3,747,368088,30,483491,0
64978,44483,44,f,s,4,1,1,304,113953,4,84270,1
?,13262,29,m,d,2,10,6,305,327507,6,186260,0
149782,0,24,m,k,1,10,8,302,871449,28,156844,1
117050,0,74,m,k,4,20,7,469,756759,25,291777,0
80868,0,23,f,d,2,17,5,476,340155,2,39641,1
78036,0,27,m,k,4,7,1,622,90484,6,255499,0
56583,74480,61,m,k,2,7,4,717,452146,25,190529,1
117491,0,43,f,m,3,3,9,436,802349,18,407682,1
86894,0,30,m,k,2,20,9,660,1290116,9,388214,0
117020,0,58,m,?,3,?,1,488,129016,9,423591,0
41236,27644,58,f,k,?,8,1,482,144061,19,371241,0
84630,0,66,m,s,2,18,7,499,992081,20,231765,1
148733,0,66,f,d,4,7,4,817,349100,15,244404,1
148170,0,35,f,m,4,1,1,370,82127,17,407964,0
132442,0,52,m,m,0,12,8,746,888575,3,355889,0
40666,63107,40,m,k,4,6,8,802,511391,28,64165,0
49392,69279,24,f,s,3,6,0,512,0,22,143819,0
71941,26222,42,m,d,2,10,7,802,791921,26,111190,1
63634,58759,59,m,s,2,12,9,711,904644,18,167579,1
48225,22730,76,f,k,2,15,8,644,558916,4,373360,0
100867,0,71,m,?,0,6,8,370,1007972,22,424979,0
130145,0,?,f,k,3,4,8,406,823995,21,85479,1
21498,14936,77,f,m,4,16,3,787,398675,22,445725,1
51601,68124,58,f,d,0,10,5,309,453829,19,114430,1
28744,48582,72,f,k,4,17,3,437,290618,5,419083,0
50352,27999,30,f,k,1,4,?,742,993139,20,275286,0
131213,0,67,f,s,0,12,1,429,139558,20,198801,1
139371,0,42,f,m,2,10,5,771,333156,22,231550,0
102238,0,72,m,k,?,8,8,798,1004933,9,19420,1
108207,0,76,m,d,0,17,6,485,490266,26,10572,0
49341,19385,63,m,m,4,?,6,476,688044,4,113665,1
65721,52663,80,m,?,4,19,9,615,471745,19,137134,0
88495,0,68,f,k,4,?,2,542,222356,30,321167,0
61374,49143,69,f,k,3,5,5,523,668704,23,172915,1
51245,29372,62,m,k,0,3,5,758,700052,10,309269,0
55804,65840,51,f,k,3,16,2,718,273191,1,362717,0
115586,0,62,f,d,0,12,5,601,578450,12,375590,0
127159,0,34,f,k,3,10,2,760,131525,30,200749,1
94940,0,?,m,s,2,18,2,?,180870,21,143691,1
104443,?,70,m,d,3,14,2,759,149897,30,290889,0
32509,66603,56,f,m,3,12,6,305,685490,21,248225,1
39652,47310,39,m,d,2,18,6,773,365097,7,87346,0
27433,55835,58,f,k,3,5,1,555,102228,6,421144,0
90443,0,41,f,s,1,1,5,409,358261,30,18211,0
34826,35867,41,m,s,4,4,1,591,64198,28,219039,1
126103,0,58,m,m,2,19,1,588,136758,9,146172,0
88161,0,77,m,d,2,10,?,631,362172,16,113685,1
68423,32025,73,m,d,3,15,7,406,814768,?,470811,1
77864,0,62,f,m,3,5,7,710,819046,3,265838,0
122691,0,49,f,m,4,9,2,407,187767,27,231092,0
82308,0,?,m,s,2,3,7,813,916219,17,197126,0
90184,0,41,m,s,2,9,6,556,650876,23,333841,0
72371,45955,28,m,s,3,20,0,333,0,13,81066,1
132911,0,38,f,s,3,5,6,650,433678,13,179311,0
70384,40415,76,m,d,4,9,3,556,230558,1,52204,1
127214,0,23,f,d,4,15,5,575,255907,26,?,1
121133,0,32,f,m,1,12,4,316,368315,26,60956,0
107110,0,46,f,m,4,4,4,628,326604,3,41228,0
140845,0,27,f,d,0,1,0,617,0,18,104039,0
106219,0,29,f,s,4,5,9,675,485937,20,450866,0
70247,69858,44,f,?,3,9,5,319,617876,20,167967,0
146431,0,78,m,k,2,5,6,690,390481,5,24047,1
56398,56529,74,m,d,0,17,3,632,428291,23,338871,1
78208,0,47,f,d,1,13,9,487,1348410,21,51502,1
74551,44490,71,m,m,1,?,6,616,745362,27,65511,1
49776,38632,?,f,s,4,3,3,566,153606,14,141485,0
103734,0,62,m,k,4,9,6,526,601813,23,304629,1
64872,70453,20,f,k,4,18,1,389,54062,21,432738,0
29518,57455,57,f,d,0,14,8,678,659749,14,425889,0
21376,21826,30,f,m,2,15,9,525,1331161,17,191280,0
137207,0,64,m,k,0,8,4,711,504020,8,400710,0
65200,58738,68,f,?,1,2,4,749,323573,8,363327,0
147474,0,53,m,d,2,12,8,692,459941,7,104162,0
132669,?,30,m,s,1,4,0,443,0,2,208901,1
73098,12919,44,f,k,?,15,2,306,262746,5,444264,0
73754,72535,43,f,k,2,3,1,473,110941,9,465356,0
149270,0,?,?,m,1,12,2,545,121339,11,194066,0
94000,0,32,f,d,0,17,2,695,172809,6,446397,0
100604,0,80,m,m,1,20,8,335,546153,25,264789,0
104401,0,75,f,d,3,12,6,400,883258,26,167129,1
117655,0,46,m,s,4,9,0,654,0,27,416944,0
92340,0,26,f,k,4,6,8,527,871321,21,283662,0
129155,0,27,f,s,0,16,2,526,296719,30,282866,1
57054,18092,30,m,d,1,17,3,668,201902,6,109181,1
144349,0,22,m,m,0,20,9,344,815131,30,53969,1
132370,0,80,f,d,0,20,5,777,457990,16,365364,1
99846,0,35,m,s,3,13,8,353,753386,19,247097,1
135806,0,53,f,m,3,18,8,438,?,6,204009,0
132448,0,66,m,k,2,14,3,624,238034,5,488725,1
37786,74525,53,m,k,4,17,9,558,1283226,20,390745,0
141572,0,65,f,d,4,8,5,536,467988,17,10132,1
101943,0,31,m,k,4,2,4,387,496301,29,43103,0
80193,0,44,f,s,1,12,5,462,732678,9,205553,1
95481,0,53,m,s,2,18,2,662,277468,18,454385,0
81804,0,52,m,m,4,20,9,496,951807,2,103854,1
28364,40590,39,f,k,3,2,1,643,?,1,218070,0
106939,0,52,f,m,4,12,4,394,340047,6,188217,1
109839,0,63,f,k,2,8,1,421,98054,10,108942,1
80205,0,34,m,d,1,16,6,553,737761,7,177038,0
42276,16729,53,?,m,3,6,6,669,849582,6,245939,0
145225,0,51,f,m,0,19,1,655,110846,4,149060,0
61844,69541,44,f,m,3,10,6,746,591387,19,305418,0
97599,0,20,m,?,1,4,9,429,480463,28,255165,1
121884,0,66,m,d,1,16,7,486,665476,4,112873,0
135519,0,65,f,k,?,4,6,403,676576,8,203268,1
124698,0,63,f,m,2,15,6,550,807774,25,?,0
100926,0,59,f,d,3,15,0,824,0,18,336456,0
147640,0,70,f,m,1,19,?,413,780136,21,427143,0
86084,0,32,m,s,1,17,4,462,214570,18,157250,1
58255,24884,75,f,k,4,10,5,324,730859,3,253165,0
141985,0,68,f,m,3,14,?,348,0,23,244589,0
26124,50958,64,m,?,2,11,3,621,163139,9,353728,1
47286,21925,35,m,d,3,5,9,437,950508,11,499970,0
84599,0,?,m,s,1,1,5,656,389669,1,161586,1
49949,13182,39,f,m,4,18,0,650,0,17,?,1
137288,0,40,f,k,3,2,7,319,705649,13,411721,0
100839,0,43,f,d,4,12,6,360,664156,6,360270,0
122231,0,67,f,k,0,19,5,378,344409,16,432321,0
69463,62503,64,f,k,1,8,4,307,309481,24,252156,1
39729,59737,28,m,k,2,13,3,635,401987,3,4964,0
96245,0,53,f,k,0,13,5,701,548329,15,86156,1
22929,67192,?,f,d,?,13,4,552,460652,29,345865,0
118682,0,69,m,m,1,18,8,758,614460,21,210705,0
90369,0,46,m,s,3,17,9,393,896666,27,372980,0
121695,0,45,m,m,2,19,9,311,1205082,27,78988,1
107173,0,35,m,m,3,3,9,579,1218595,15,168472,0
100258,0,65,m,k,3,19,4,409,269789,21,409888,1
128243,0,50,m,k,2,15,9,622,?,14,399242,1
138264,0,60,f,d,4,6,0,495,0,30,70652,1
128935,0,57,f,d,1,2,6,692,807611,21,364313,0
22458,73776,?,f,k,1,19,9,510,1240101,16,351272,0
111355,0,21,m,?,1,9,9,316,683530,16,398326,0
125717,0,?,f,s,2,4,8,351,421177,5,121103,0
52002,22105,71,f,m,0,1,5,432,572520,24,157033,1
140899,0,46,f,d,1,19,2,369,113201,17,366188,1
43462,37382,56,f,d,0,18,0,385,0,8,419761,0
96546,0,66,f,?,3,18,5,746,288329,2,116265,0
123812,0,49,m,m,0,14,1,840,116444,14,107839,1
100412,0,21,f,m,1,18,6,355,360462,7,480870,0
72732,11722,54,f,s,1,11,5,362,689616,7,437995,1
38124,56732,27,m,d,1,13,3,467,?,8,414178,1
32330,55167,76,f,?,2,11,3,756,176146,25,472710,1
37651,47973,30,f,k,4,3,5,775,641393,19,421635,0
73328,11811,64,f,m,2,13,3,744,375091,24,237715,0
115658,0,55,f,d,0,14,5,318,659109,10,451172,0
118462,0,51,f,k,2,18,2,522,213123,24,194508,0
144834,?,72,m,s,4,16,5,478,483274,19,86805,1
132722,0,74,f,m,1,6,9,543,?,10,243831,0
124368,0,20,m,m,1,11,7,320,800070,6,396575,0
53077,43456,54,m,d,4,18,1,503,61301,5,301794,0
124039,0,68,m,s,2,13,4,447,585688,11,178288,1
80989,0,52,m,m,4,10,5,746,499002,20,340748,1
133094,0,54,f,m,4,18,5,494,570060,15,267293,0
124619,0,64,m,d,3,17,3,440,394915,23,79122,0
113596,0,41,f,m,4,4,7,652,705528,28,?,1
83507,0,39,f,k,2,7,4,585,528095,7,319405,0
144673,0,45,f,k,4,15,9,739,526608,17,161589,1
142147,0,75,f,s,3,9,7,488,452708,16,116988,1
120121,0,79,?,m,3,17,6,653,765015,4,433470,0
79351,0,33,f,d,1,4,1,627,109466,24,407819,0
70363,71634,61,m,m,3,7,0,545,0,3,224620,1
104972,0,44,f,s,0,6,7,779,953104,29,91784,0
24404,63139,58,m,k,4,7,4,594,387340,3,49975,0
78632,0,?,?,m,0,20,7,351,763156,18,314267,1
26836,15209,56,m,m,2,15,7,828,1043716,10,211874,0
60611,62359,69,m,k,0,3,3,693,283750,11,454800,0
123507,0,22,m,d,0,3,1,773,89951,28,380855,0
75033,0,71,f,k,0,10,0,390,0,19,90051,1
?,59114,73,f,s,2,4,8,414,526360,5,77836,0
96993,0,38,f,m,2,18,8,422,863381,6,341608,1
104109,0,40,f,m,3,16,1,664,91228,23,126890,1
22140,23727,76,f,k,2,5,8,392,1106622,28,195830,0
21664,72997,54,f,d,3,9,1,843,80746,24,176669,1
46066,24651,63,f,d,4,16,8,393,1116701,18,150984,0
29678,64964,76,f,s,4,15,0,832,0,13,214411,0
79015,0,25,f,s,4,15,8,695,1060795,18,204514,1
29730,11087,75,f,k,1,3,1,377,63742,4,104487,0
54856,55818,66,f,s,0,8,8,761,736844,15,316217,1
40688,34373,28,m,s,0,8,5,673,581861,29,60106,1
105701,0,49,f,s,4,10,5,313,616272,10,293338,1
126939,0,23,m,k,1,4,1,618,126061,25,494118,1
130333,0,55,f,d,1,11,8,469,616133,25,319704,1
140287,0,73,f,m,4,14,6,309,347526,11,194298,0
42289,44385,44,f,d,1,19,6,669,776211,29,112818,1
142820,0,20,f,m,2,8,9,543,932563,19,321932,0
